管線材質,ORDER_SEQ,0,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,用料時機,採購量,可領用量,合計,合計2,項目,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,1,1,0,0,0,0,0,1
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,453,"ORIFICE WN FLANGE CL300 RF CS A105 W/ 1/2"" FNPT TAPS ASME  NACE",4, ,S-40, ,"4"" S-40",6.02,PAIR,F129389,預製,2,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,453,"ORIFICE WN FLANGE CL300 RF CS A105 W/ 1/2"" FNPT TAPS ASME  NACE",2, ,S-80, ,"2"" S-80",5.54,PAIR,F61903,預製,3,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,462,SPECTACLE BLIND CL150 RF CS A516-70  JOB STD   ,1, , , ,"1""",,PC,G03400,安裝,12,,4,4,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,3,3,-3,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,462,SPECTACLE BLIND CL150 RF CS A516-70  JOB STD   ,0.75, , , ,"3/4""",,PC,G03399,安裝,6,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,462,SPECTACLE BLIND CL150 RF CS A516-70  JOB STD  NACE,2, , , ,"2""",,PC,G200516,安裝,1,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,462,SPECTACLE BLIND CL150 RF CS A516-70  JOB STD  NACE,1, , , ,"1""",,PC,G200513,安裝,9,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,8,8,-8,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,462,SPECTACLE BLIND CL1500 RJ CS A516-60  JOB STD  NACE(IMPACT TEST at -1 DEG. C),0.75, , , ,"3/4""",,PC,G831795,安裝,1,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,462,SPECTACLE BLIND CL1500 RJ CS A516-70  JOB STD  NACE,2, , , ,"2""",,PC,G348942,安裝,1,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,462,SPECTACLE BLIND CL300 RF CS A516-70  JOB STD   ,4, , , ,"4""",,PC,G04649,安裝,2,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,462,SPECTACLE BLIND CL300 RF CS A516-70  JOB STD   ,1, , , ,"1""",,PC,G04656,安裝,18,,18,18,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,18,18,-18,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,463,BLANK & SPACER CL300 RF CS A516-70  JOB STD   ,8, , , ,"8""",,PAIR,G11136,安裝,2,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",10, , , ,"10""",,PC,G09348,安裝,2,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",8, , , ,"8""",,PC,G09333,安裝,70,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",6, , , ,"6""",,PC,G09334,安裝,132,,5,5,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",,PC,G09336,安裝,110,,21,21,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,11,11,-11,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,9,9,-9,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",3, , , ,"3""",,PC,G09338,安裝,82,,9,9,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,5,5,-5,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",,PC,G09343,安裝,64,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,3,3,-3,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",1, , , ,"1""",,PC,G09351,安裝,104,,15,15,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,D,11,11,-11,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",0.75, , , ,"3/4""",,PC,G09352,安裝,102,,25,25,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,21,21,-21,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,D,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",,PC,G34912,安裝,20,,5,5,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,5,5,-5,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL150 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",1.5, , , ,"1-1/2""",,PC,G34909,安裝,10,,4,4,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,GASKET CL1500 RJ OCT-R SOFT IRON  ASME    ,2, , , ,"2""",,PC,G13727,安裝,43,,3,3,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,3,3,-3,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,GASKET CL1500 RJ OCT-R SOFT IRON  ASME    ,1, , , ,"1""",,PC,G13733,安裝,31,,6,6,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,6,6,-6,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,GASKET CL1500 RJ OCT-R SOFT IRON  ASME    ,0.75, , , ,"3/4""",,PC,G13734,安裝,82,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,GASKET CL2500 RJ OCT-R SOFT IRON  ASME    ,0.5, , , ,"1/2""",,PC,G13840,安裝,101,,18,18,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,6,6,-6,0,0,0,0,0
,,,,,,,,,,,,,,,,D,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,GASKET CL2500 RJ OCT-R SS316  ASME    ,4, , , ,"4""",,PC,G442342,安裝,3,,4,4,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,GASKET CL2500 RJ OCT-R SS316  ASME    ,1, , , ,"1""",,PC,G442335,安裝,0,,12,12,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,11,11,-11,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",8, , , ,"8""",,PC,G09207,安裝,62,,17,17,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,17,17,-17,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",6, , , ,"6""",,PC,G09208,安裝,64,,20,20,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,D,18,18,-18,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",,PC,G09210,安裝,70,,21,21,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,21,21,-21,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",3, , , ,"3""",,PC,G09212,安裝,110,,45,45,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,33,33,-33,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",,PC,G09217,安裝,162,,24,24,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,B,6,6,-6,0,0,0,0,0
,,,,,,,,,,,,,,,,D,16,16,-16,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",1.5, , , ,"1-1/2""",,PC,G09202,安裝,22,,9,9,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",1, , , ,"1""",,PC,G09204,安裝,152,,67,67,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,10,10,-10,0,0,0,0,0
,,,,,,,,,,,,,,,,B,38,38,-38,0,0,0,0,0
,,,,,,,,,,,,,,,,D,19,19,-19,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",0.75, , , ,"3/4""",,PC,G09205,安裝,82,,32,32,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,18,18,-18,0,0,0,0,0
,,,,,,,,,,,,,,,,B,10,10,-10,0,0,0,0,0
,,,,,,,,,,,,,,,,D,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",0.5, , , ,"1/2""",,PC,G09206,安裝,88,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,D,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",6, , , ,"6""",,PC,G09223,安裝,8,,4,4,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",,PC,G09226,安裝,34,,4,4,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",0.75, , , ,"3/4""",,PC,G09242,安裝,69,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,8,8,-8,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,471,"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",0.5, , , ,"1/2""",,PC,G09224,安裝,4,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,472,INSULATION KIT CL150 RF RING REINF PHENOLIC GSK & BLT W/ METAL & INSU WASHR & SLVE  JOB STD 3.0MM THCK  ,1.5, , , ,"1-1/2""",,SET,G46324,安裝,0,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,472,INSULATION KIT CL150 RF RING REINF PHENOLIC GSK & BLT W/ METAL & INSU WASHR & SLVE  JOB STD 3.0MM THCK  ,1, , , ,"1""",,SET,G46322,安裝,0,,12,12,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT 8UN AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE,2,480, , ,2 IN x 480 MM LG,,SET,G202103,安裝,0,,12,12,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT 8UN AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE,1.5,280, , ,1-1/2 IN x 280 MM LG,,SET,G201652,安裝,0,,32,32,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,32,32,-32,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.875,175, , ,7/8 IN x 175 MM LG,,SET,G14806,安裝,29,,24,24,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,24,24,-24,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.875,145, , ,7/8 IN x 145 MM LG,,SET,G14812,安裝,331,,132,132,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,132,132,-132,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.875,125, , ,7/8 IN x 125 MM LG,,SET,G14816,安裝,14,,12,12,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.875,155, , ,7/8 IN x 155 MM LG,,SET,G14810,安裝,29,,12,12,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.75,130, , ,3/4 IN x 130 MM LG,,SET,G14898,安裝,365,,160,160,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,160,160,-160,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.75,95, , ,3/4 IN x 95 MM LG,,SET,G14822,安裝,48,,32,32,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,16,16,-16,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,16,16,-16,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.75,110, , ,3/4 IN x 110 MM LG,,SET,G14902,安裝,461,,328,328,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,80,80,-80,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,248,248,-248,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.75,140, , ,3/4 IN x 140 MM LG,,SET,G14896,安裝,96,,60,60,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,D,48,48,-48,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.75,115, , ,3/4 IN x 115 MM LG,,SET,G14901,安裝,350,,64,64,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,32,32,-32,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,32,32,-32,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.75,105, , ,3/4 IN x 105 MM LG,,SET,G14903,安裝,576,,40,40,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,8,8,-8,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,32,32,-32,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,481,STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   ,0.75,120, , ,3/4 IN x 120 MM LG,,SET,G14900,安裝,254,,92,92,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,D,88,88,-88,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
